level_0,index,sentence,source_file,begin,end,annotator,_annotation,text,_sentence_text,annotation,aspect_cat,results,sentence_split,iob
366,366,BHL_7_sample_Dutch_19.0.txt_27050-27424,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[27118, 27146, 27191, 27271, 27305, 27334, 27409]","[27125, 27157, 27194, 27274, 27312, 27342, 27412]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27118, end=27125, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27146, end=27157, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27191, end=27194, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27271, end=27274, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27305, end=27312, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27334, end=27342, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27409, end=27412, entitycategory=FLORA)']","['bloemen', 'ce¬ phalium', 'wol', 'wol', 'bloemen', 'borstels', 'wol']","Wat ik echter bloeiend zag , deed mij vermoeden , dat , in geval de bloemen in een deel van het ce¬ phalium , waar de borstels niet boven de wol uitsteken , ontstaan , zij dan ook zelve slechts tot de oppervlakte van die wol reiken ; en dat , waar 7 2 de bloemen tusschen uitstekende borstels gevormd worden , zij ook zelve tot op de hoogte van deze boven de wol uitsteken .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'FLORA', 'FLORA', 'FLORA', 'FLORA', 'FLORA', 'FLORA']","(['Wat', 'ik', 'echter', 'bloeiend', 'zag', ',', 'deed', 'mij', 'vermoeden', ',', 'dat', ',', 'in', 'geval', 'de', 'bloemen', 'in', 'een', 'deel', 'van', 'het', 'ce', 'phalium', ',', 'waar', 'de', 'borstels', 'niet', 'boven', 'de', 'wol', 'uitsteken', ',', 'ontstaan', ',', 'zij', 'dan', 'ook', 'zelve', 'slechts', 'tot', 'de', 'oppervlakte', 'van', 'die', 'wol', 'reiken', ';', 'en', 'dat', ',', 'waar', '7', '2', 'de', 'bloemen', 'tusschen', 'uitstekende', 'borstels', 'gevormd', 'worden', ',', 'zij', 'ook', 'zelve', 'tot', 'op', 'de', 'hoogte', 'van', 'deze', 'boven', 'de', 'wol', 'uitsteken', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O'])","['Wat', 'ik', 'echter', 'bloeiend', 'zag', ',', 'deed', 'mij', 'vermoeden', ',', 'dat', ',', 'in', 'geval', 'de', 'bloemen', 'in', 'een', 'deel', 'van', 'het', 'ce', 'phalium', ',', 'waar', 'de', 'borstels', 'niet', 'boven', 'de', 'wol', 'uitsteken', ',', 'ontstaan', ',', 'zij', 'dan', 'ook', 'zelve', 'slechts', 'tot', 'de', 'oppervlakte', 'van', 'die', 'wol', 'reiken', ';', 'en', 'dat', ',', 'waar', '7', '2', 'de', 'bloemen', 'tusschen', 'uitstekende', 'borstels', 'gevormd', 'worden', ',', 'zij', 'ook', 'zelve', 'tot', 'op', 'de', 'hoogte', 'van', 'deze', 'boven', 'de', 'wol', 'uitsteken', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O']"
367,367,BHL_7_sample_Dutch_19.0.txt_2738-2762,['BHL_7_sample_Dutch_19.0.txt'],[2738],[2752],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2738, end=2752, entitycategory=FLORA)']",['M. communis DC'],M. communis DC . van St.,['ASPECT'],['FLORA'],"(['M', '.', 'communis', 'DC', '.', 'van', 'St', '.'], ['B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O'])","['M', '.', 'communis', 'DC', '.', 'van', 'St', '.']","['B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O']"
368,368,BHL_7_sample_Dutch_19.0.txt_27425-27657,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[27550, 27622]","[27555, 27630]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27550, end=27555, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27622, end=27630, entitycategory=FLORA)']","['bloem', 'borstels']","Het zou niet onbelangrijk zijn na te gaan , of dit een algemeene regel is , en dus kan worden aangenomen , dat de hoogte der bloem en de hoogte der haar tegen uitwendige beleedigingen beschermende borstels met elkander samenhangen .","['ASPECT', 'ASPECT']","['FLORA', 'FLORA']","(['Het', 'zou', 'niet', 'onbelangrijk', 'zijn', 'na', 'te', 'gaan', ',', 'of', 'dit', 'een', 'algemeene', 'regel', 'is', ',', 'en', 'dus', 'kan', 'worden', 'aangenomen', ',', 'dat', 'de', 'hoogte', 'der', 'bloem', 'en', 'de', 'hoogte', 'der', 'haar', 'tegen', 'uitwendige', 'beleedigingen', 'beschermende', 'borstels', 'met', 'elkander', 'samenhangen', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O'])","['Het', 'zou', 'niet', 'onbelangrijk', 'zijn', 'na', 'te', 'gaan', ',', 'of', 'dit', 'een', 'algemeene', 'regel', 'is', ',', 'en', 'dus', 'kan', 'worden', 'aangenomen', ',', 'dat', 'de', 'hoogte', 'der', 'bloem', 'en', 'de', 'hoogte', 'der', 'haar', 'tegen', 'uitwendige', 'beleedigingen', 'beschermende', 'borstels', 'met', 'elkander', 'samenhangen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O']"
369,369,BHL_7_sample_Dutch_19.0.txt_2763-2953,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[2779, 2825, 2849, 2859, 2928]","[2801, 2842, 2853, 2871, 2938]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2779, end=2801, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2825, end=2842, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2849, end=2853, entitycategory=LOCATION)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2859, end=2871, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2928, end=2938, entitycategory=LOCATION)']","['West-Indische eilanden', 'M. havanensis Miq', 'Cuba', 'M. rubens Pf', 'West-Indië']","Croix en andere West-Indische eilanden , ( p. 350 fig . 2 ) : M. havanensis Miq . van Cuba , en M. rubens Pf. , waarvan alleen in het algemeen bekend is dat zij uit West-Indië afkomstig is .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['LOCATION', 'FLORA', 'LOCATION', 'FLORA', 'LOCATION']","(['Croix', 'en', 'andere', 'West', 'Indische', 'eilanden', ',', 'p', '.', '350', 'fig', '.', '2', 'M', '.', 'havanensis', 'Miq', '.', 'van', 'Cuba', ',', 'en', 'M', '.', 'rubens', 'Pf', '.', ',', 'waarvan', 'alleen', 'in', 'het', 'algemeen', 'bekend', 'is', 'dat', 'zij', 'uit', 'West', 'Indië', 'afkomstig', 'is', '.'], ['O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O'])","['Croix', 'en', 'andere', 'West', 'Indische', 'eilanden', ',', 'p', '.', '350', 'fig', '.', '2', 'M', '.', 'havanensis', 'Miq', '.', 'van', 'Cuba', ',', 'en', 'M', '.', 'rubens', 'Pf', '.', ',', 'waarvan', 'alleen', 'in', 'het', 'algemeen', 'bekend', 'is', 'dat', 'zij', 'uit', 'West', 'Indië', 'afkomstig', 'is', '.']","['O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O']"
370,370,BHL_7_sample_Dutch_19.0.txt_27658-27816,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[27669, 27724]","[27674, 27732]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=NULL, begin=27669, end=27674, entitycategory=PERSON, sentimentcategory=3)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=27724, end=27732, entitycategory=NAT_LANDFORM)']","['lezer', 'eilanden']","Ik zal den lezer niet vermoeien met de behandeling van de op onze eilanden nieuw ontdekte vormen , welke , gelijk gezegd , elders zullen wor¬ den beschreven .","['NULL_CAT', 'ASPECT']","['PERSON', 'NAT_LANDFORM']","(['Ik', 'zal', 'den', 'lezer', 'niet', 'vermoeien', 'met', 'de', 'behandeling', 'van', 'de', 'op', 'onze', 'eilanden', 'nieuw', 'ontdekte', 'vormen', ',', 'welke', ',', 'gelijk', 'gezegd', ',', 'elders', 'zullen', 'wor', 'den', 'beschreven', '.'], ['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Ik', 'zal', 'den', 'lezer', 'niet', 'vermoeien', 'met', 'de', 'behandeling', 'van', 'de', 'op', 'onze', 'eilanden', 'nieuw', 'ontdekte', 'vormen', ',', 'welke', ',', 'gelijk', 'gezegd', ',', 'elders', 'zullen', 'wor', 'den', 'beschreven', '.']","['O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
371,371,BHL_7_sample_Dutch_19.0.txt_2954-3022,['BHL_7_sample_Dutch_19.0.txt'],[2981],[2992],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=2981, end=2992, entitycategory=FLORA)']",['M. communis'],"Omtrent de eerstgenoemde , M. communis , heerscht eemge verwarring .",['ASPECT'],['FLORA'],"(['Omtrent', 'de', 'eerstgenoemde', ',', 'M', '.', 'communis', ',', 'heerscht', 'eemge', 'verwarring', '.'], ['O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O'])","['Omtrent', 'de', 'eerstgenoemde', ',', 'M', '.', 'communis', ',', 'heerscht', 'eemge', 'verwarring', '.']","['O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O']"
372,372,BHL_7_sample_Dutch_19.0.txt_3057-3213,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[3057, 3077, 3111, 3139]","[3065, 3089, 3117, 3156]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3057, end=3065, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3077, end=3089, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3111, end=3117, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3139, end=3156, entitycategory=FLORA)']","['Linnaeus', 'meloencactus', 'Cactus', 'Cactus Melocactus']","Linnaeus bracht den meloencactus nog tot het geslacht Cactus , onder den naam van Cactus Melocactus , dus , zonder verdere onderscheiding , als ééne soort .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'FLORA', 'FLORA', 'FLORA']","(['Linnaeus', 'bracht', 'den', 'meloencactus', 'nog', 'tot', 'het', 'geslacht', 'Cactus', ',', 'onder', 'den', 'naam', 'van', 'Cactus', 'Melocactus', ',', 'dus', ',', 'zonder', 'verdere', 'onderscheiding', ',', 'als', 'ééne', 'soort', '.'], ['B-PERSON', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Linnaeus', 'bracht', 'den', 'meloencactus', 'nog', 'tot', 'het', 'geslacht', 'Cactus', ',', 'onder', 'den', 'naam', 'van', 'Cactus', 'Melocactus', ',', 'dus', ',', 'zonder', 'verdere', 'onderscheiding', ',', 'als', 'ééne', 'soort', '.']","['B-PERSON', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
373,373,BHL_7_sample_Dutch_19.0.txt_3214-3401,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[3214, 3345]","[3225, 3355]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3214, end=3225, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3345, end=3355, entitycategory=FLORA)']","['De Candolle', 'Melocactus']","De Candolle heeft ( Revue de la familie des Cactées , Memoires du Musée d ’ histoire naturelle 17 P- 1 e. v. 1828 ) , het geslacht Melocactus in zijn tegenwoordige opvatting vastgesteld .","['ASPECT', 'ASPECT']","['PERSON', 'FLORA']","(['De', 'Candolle', 'heeft', 'Revue', 'de', 'la', 'familie', 'des', 'Cactées', ',', 'Memoires', 'du', 'Musée', 'd', 'histoire', 'naturelle', '17', 'P', '1', 'e', '.', 'v', '.', '1828', ',', 'het', 'geslacht', 'Melocactus', 'in', 'zijn', 'tegenwoordige', 'opvatting', 'vastgesteld', '.'], ['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O'])","['De', 'Candolle', 'heeft', 'Revue', 'de', 'la', 'familie', 'des', 'Cactées', ',', 'Memoires', 'du', 'Musée', 'd', 'histoire', 'naturelle', '17', 'P', '1', 'e', '.', 'v', '.', '1828', ',', 'het', 'geslacht', 'Melocactus', 'in', 'zijn', 'tegenwoordige', 'opvatting', 'vastgesteld', '.']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O']"
374,374,BHL_7_sample_Dutch_19.0.txt_337-442,['BHL_7_sample_Dutch_19.0.txt'],[368],[374],['Eltine_Janssens'],"['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=368, end=374, entitycategory=FLORA)']",['dorens'],Nu kunnen weder deze tweeërlei dorens weinig of meer van elkander N in zwaarte of in lengte verschillen .,['ASPECT'],['FLORA'],"(['Nu', 'kunnen', 'weder', 'deze', 'tweeërlei', 'dorens', 'weinig', 'of', 'meer', 'van', 'elkander', 'N', 'in', 'zwaarte', 'of', 'in', 'lengte', 'verschillen', '.'], ['O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Nu', 'kunnen', 'weder', 'deze', 'tweeërlei', 'dorens', 'weinig', 'of', 'meer', 'van', 'elkander', 'N', 'in', 'zwaarte', 'of', 'in', 'lengte', 'verschillen', '.']","['O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
375,375,BHL_7_sample_Dutch_19.0.txt_3402-3598,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[3473, 3579]","[3492, 3596]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3473, end=3492, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3579, end=3596, entitycategory=FLORA)']","['Melocactus communis', 'Cactus Melocactus']","Hij had reeds vroeger eene afbeelding gegeven van hetgeen hij hier als Melocactus communis be¬ schrijft , en wel in de Plantes grasses II p. 112 , onder den Linnaeaanschen naam Cactus Melocactus .","['ASPECT', 'ASPECT']","['FLORA', 'FLORA']","(['Hij', 'had', 'reeds', 'vroeger', 'eene', 'afbeelding', 'gegeven', 'van', 'hetgeen', 'hij', 'hier', 'als', 'Melocactus', 'communis', 'be', 'schrijft', ',', 'en', 'wel', 'in', 'de', 'Plantes', 'grasses', 'II', 'p', '.', '112', ',', 'onder', 'den', 'Linnaeaanschen', 'naam', 'Cactus', 'Melocactus', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O'])","['Hij', 'had', 'reeds', 'vroeger', 'eene', 'afbeelding', 'gegeven', 'van', 'hetgeen', 'hij', 'hier', 'als', 'Melocactus', 'communis', 'be', 'schrijft', ',', 'en', 'wel', 'in', 'de', 'Plantes', 'grasses', 'II', 'p', '.', '112', ',', 'onder', 'den', 'Linnaeaanschen', 'naam', 'Cactus', 'Melocactus', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O']"
376,376,BHL_7_sample_Dutch_19.0.txt_3599-3699,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[3599, 3607]","[3603, 3611]","['Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3599, end=3603, entitycategory=PERSON)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3607, end=3611, entitycategory=PERSON)']","['Link', 'Otto']","Link en Otto , die ( in de Verhandlungen des Vereins zur Beförderung des Gartenbaues in den Königl .","['ASPECT', 'ASPECT']","['PERSON', 'PERSON']","(['Link', 'en', 'Otto', ',', 'die', 'in', 'de', 'Verhandlungen', 'des', 'Vereins', 'zur', 'Beförderung', 'des', 'Gartenbaues', 'in', 'den', 'Königl', '.'], ['B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'])","['Link', 'en', 'Otto', ',', 'die', 'in', 'de', 'Verhandlungen', 'des', 'Vereins', 'zur', 'Beförderung', 'des', 'Gartenbaues', 'in', 'den', 'Königl', '.']","['B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
377,377,BHL_7_sample_Dutch_19.0.txt_3700-4009,"['BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt', 'BHL_7_sample_Dutch_19.0.txt']","[3779, 3793, 3917, 3984]","[3789, 3805, 3936, 3995]","['Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens', 'Eltine_Janssens']","['w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3779, end=3789, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3793, end=3805, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3917, end=3936, entitycategory=FLORA)', 'w.c.Emotions_Entities(ASP_SENT_NULL=ASPECT, begin=3984, end=3995, entitycategory=PERSON)']","['Melocactus', 'Echinocactus', 'Melocactus communis', 'De Condolle']","Preussischen £ Staaten III 1827. p. 412 ) eene verhandeling over de geslachten Melocactus en Echinocactus , die echter daar nog niet geheel juist van elkander geschei¬ den werden , in het licht gaven , beschreven ook Melocactus communis met een eigen afbeelding , doch zonder die van De Condolle te citeeren .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['FLORA', 'FLORA', 'FLORA', 'PERSON']","(['Preussischen', 'Staaten', 'III', '1827', '.', 'p', '.', '412', 'eene', 'verhandeling', 'over', 'de', 'geslachten', 'Melocactus', 'en', 'Echinocactus', ',', 'die', 'echter', 'daar', 'nog', 'niet', 'geheel', 'juist', 'van', 'elkander', 'geschei', 'den', 'werden', ',', 'in', 'het', 'licht', 'gaven', ',', 'beschreven', 'ook', 'Melocactus', 'communis', 'met', 'een', 'eigen', 'afbeelding', ',', 'doch', 'zonder', 'die', 'van', 'De', 'Condolle', 'te', 'citeeren', '.'], ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O'])","['Preussischen', 'Staaten', 'III', '1827', '.', 'p', '.', '412', 'eene', 'verhandeling', 'over', 'de', 'geslachten', 'Melocactus', 'en', 'Echinocactus', ',', 'die', 'echter', 'daar', 'nog', 'niet', 'geheel', 'juist', 'van', 'elkander', 'geschei', 'den', 'werden', ',', 'in', 'het', 'licht', 'gaven', ',', 'beschreven', 'ook', 'Melocactus', 'communis', 'met', 'een', 'eigen', 'afbeelding', ',', 'doch', 'zonder', 'die', 'van', 'De', 'Condolle', 'te', 'citeeren', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O']"
