# Este fichero incluye todos los dataset multilingues con las etiquetas correctas.
text,sentence,annotation,aspect_cat,words,gold_labels
"['Anaconda', 'mine', 'Butte', 'town', 'Anaconda']","At the head of the rich and powerful companies engaged in this industry , stands the Anaconda , -- its mine at Butte , the greatest copper property in America ; its smelting works , at the neighboring town of Anaconda , the largest of their kind in the world .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['ORGANISATION', 'HUM_LANDFORM', 'HUM_LANDFORM', 'HUM_LANDFORM', 'LOCATION']","['At', 'the', 'head', 'of', 'the', 'rich', 'and', 'powerful', 'companies', 'engaged', 'in', 'this', 'industry', ',', 'stands', 'the', 'Anaconda', ',', 'its', 'mine', 'at', 'Butte', ',', 'the', 'greatest', 'copper', 'property', 'in', 'America', ';', 'its', 'smelting', 'works', ',', 'at', 'the', 'neighboring', 'town', 'of', 'Anaconda', ',', 'the', 'largest', 'of', 'their', 'kind', 'in', 'the', 'world', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOCATION', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Isabella L'],Author: Isabella L.,['ASPECT'],['PERSON'],"['Author', 'Isabella', 'L', '.']","['O', 'B-PERSON', 'I-PERSON', 'O']"
"['Camp Badush', 'mountains', 'rocky', 'treeless']","Camp Badush , at a height of 9100 feet , though shut in by high mountains , was cool -- a barren , rocky , treeless spot .","['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'NAT_LANDFORM', 'LAND_COVER', 'FLORA']","['Camp', 'Badush', ',', 'at', 'a', 'height', 'of', '9100', 'feet', ',', 'though', 'shut', 'in', 'by', 'high', 'mountains', ',', 'was', 'cool', 'a', 'barren', ',', 'rocky', ',', 'treeless', 'spot', '.']","['B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'B-FLORA', 'O', 'O']"
"['bituminous shale', 'black heavy smoke', 'a strong smell']","A great deal of bituminous shale was lying about , which burned in the camp-fires fairly well , but with a black heavy smoke and a strong smell .","['ASPECT', 'NULL_CAT', 'NULL_CAT']","['LAND_COVER', 'NAT_PHENOMENON', 'NAT_PHENOMENON']","['A', 'great', 'deal', 'of', 'bituminous', 'shale', 'was', 'lying', 'about', ',', 'which', 'burned', 'in', 'the', 'camp', 'fires', 'fairly', 'well', ',', 'but', 'with', 'a', 'black', 'heavy', 'smoke', 'and', 'a', 'strong', 'smell', '.']","['O', 'O', 'O', 'O', 'B-LAND_COVER', 'I-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O']"
"['The limestone fragments', 'a powerful odour of bitumen']","The limestone fragments which lay about , on being split , emitted a powerful odour of bitumen .","['ASPECT', 'NULL_CAT']","['LAND_COVER', 'NAT_PHENOMENON']","['The', 'limestone', 'fragments', 'which', 'lay', 'about', ',', 'on', 'being', 'split', ',', 'emitted', 'a', 'powerful', 'odour', 'of', 'bitumen', '.']","['B-LAND_COVER', 'I-LAND_COVER', 'I-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'I-NAT_PHENOMENON', 'O']"
"['gully', 'spring', 'the adjacent rocks', 'iron']","Farther up the gully there is a chalybeate spring , and the broken fragments of the adjacent rocks are much stained with iron .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'LAND_COVER']","['Farther', 'up', 'the', 'gully', 'there', 'is', 'a', 'chalybeate', 'spring', ',', 'and', 'the', 'broken', 'fragments', 'of', 'the', 'adjacent', 'rocks', 'are', 'much', 'stained', 'with', 'iron', '.']","['O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'O']"
"['difficult precipices', 'Badush', 'valley', 'Mauri Zarin', 'river', 'grassy', 'slopes', 'mountain Shuturun', 'Camel', 'Camel Mountain']","After a restful halt we retraced our route by a low path which avoided the difficult precipices above the Badush , forded it several times , crossed a low pass , descended to the valley of the Mauri Zarin , forded the river , and marched for some miles along its left bank , till the valley opened on great grassy slopes , the skirts of the rocky spurs which buttress the grand mountain Shuturun , the '' Camel Mountain , '' so called from its shape .","['NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'NAT_LANDFORM', 'NAT_LANDFORM', 'LOCATION', 'NAT_LANDFORM', 'FLORA', 'NAT_LANDFORM', 'NAT_LANDFORM', 'FAUNA', 'NAT_LANDFORM']","['After', 'a', 'restful', 'halt', 'we', 'retraced', 'our', 'route', 'by', 'a', 'low', 'path', 'which', 'avoided', 'the', 'difficult', 'precipices', 'above', 'the', 'Badush', ',', 'forded', 'it', 'several', 'times', ',', 'crossed', 'a', 'low', 'pass', ',', 'descended', 'to', 'the', 'valley', 'of', 'the', 'Mauri', 'Zarin', ',', 'forded', 'the', 'river', ',', 'and', 'marched', 'for', 'some', 'miles', 'along', 'its', 'left', 'bank', ',', 'till', 'the', 'valley', 'opened', 'on', 'great', 'grassy', 'slopes', ',', 'the', 'skirts', 'of', 'the', 'rocky', 'spurs', 'which', 'buttress', 'the', 'grand', 'mountain', 'Shuturun', ',', 'the', ""''"", 'Camel', 'Mountain', ',', ""''"", 'so', 'called', 'from', 'its', 'shape', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-LOCATION', 'I-LOCATION', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-FLORA', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['gravelly', 'hills', 'their herbage', 'tamarisk scrub', 'yellow salvia']","It was a very uninteresting march , through formless gravelly hills , with their herbage all eaten down , nothing remaining but tamarisk scrub and a coarse yellow salvia .","['ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['LAND_COVER', 'NAT_LANDFORM', 'FLORA', 'FLORA', 'FLORA']","['It', 'was', 'a', 'very', 'uninteresting', 'march', ',', 'through', 'formless', 'gravelly', 'hills', ',', 'with', 'their', 'herbage', 'all', 'eaten', 'down', ',', 'nothing', 'remaining', 'but', 'tamarisk', 'scrub', 'and', 'a', 'coarse', 'yellow', 'salvia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LAND_COVER', 'B-NAT_LANDFORM', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O']"
"['paths', 'dusty', 'hillside', 'a helping hand', 'stick', 'platform', 'willow trees', 'Mirab Khan', 'Seyyid scribe', 'lime-juice']","The paths on the dusty hillside are so narrow and shelving that I needed a helping hand as well as a stick to enable me to reach a small , oblong , rug-covered platform under some willow trees , where Mirab Khan received me , with a very repulsive-looking Seyyid scribe seated by him in front of a _samovar_ and tea equipage , from which he produced delicious tea , flavoured with lime-juice .","['ASPECT', 'ASPECT', 'ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'LAND_COVER', 'NAT_LANDFORM', 'PERSON', 'FLORA', 'NAT_LANDFORM', 'FLORA', 'PERSON', 'PERSON', 'FLORA']","['The', 'paths', 'on', 'the', 'dusty', 'hillside', 'are', 'so', 'narrow', 'and', 'shelving', 'that', 'I', 'needed', 'a', 'helping', 'hand', 'as', 'well', 'as', 'a', 'stick', 'to', 'enable', 'me', 'to', 'reach', 'a', 'small', ',', 'oblong', ',', 'rug', 'covered', 'platform', 'under', 'some', 'willow', 'trees', ',', 'where', 'Mirab', 'Khan', 'received', 'me', ',', 'with', 'a', 'very', 'repulsive', 'looking', 'Seyyid', 'scribe', 'seated', 'by', 'him', 'in', 'front', 'of', 'a', '_samovar_', 'and', 'tea', 'equipage', ',', 'from', 'which', 'he', 'produced', 'delicious', 'tea', ',', 'flavoured', 'with', 'lime', 'juice', '.']","['O', 'B-NAT_LANDFORM', 'O', 'O', 'B-LAND_COVER', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O']"
"['neither camps', 'nor travellers']","There were neither camps nor travellers ; indeed , one need never look for camps where there is no herbage .","['ASPECT', 'ASPECT']","['HUM_LANDFORM', 'PERSON']","['There', 'were', 'neither', 'camps', 'nor', 'travellers', ';', 'indeed', ',', 'one', 'need', 'never', 'look', 'for', 'camps', 'where', 'there', 'is', 'no', 'herbage', '.']","['O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['camping-ground', 'turf']","This is a charming camping-ground covered with fine turf , damp , I fear , and some of the men are `` down '' with fever and rheumatism .","['ASPECT', 'ASPECT']","['NAT_LANDFORM', 'LAND_COVER']","['This', 'is', 'a', 'charming', 'camping', 'ground', 'covered', 'with', 'fine', 'turf', ',', 'damp', ',', 'I', 'fear', ',', 'and', 'some', 'of', 'the', 'men', 'are', 'down', ""''"", 'with', 'fever', 'and', 'rheumatism', '.']","['O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'I-NAT_LANDFORM', 'O', 'O', 'O', 'B-LAND_COVER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['quite cool'],"There is space to see who comes and who goes , and though the altitude is only 8400 feet , last night was quite cool .",['NULL_CAT'],['WEATHER'],"['There', 'is', 'space', 'to', 'see', 'who', 'comes', 'and', 'who', 'goes', ',', 'and', 'though', 'the', 'altitude', 'is', 'only', '8400', 'feet', ',', 'last', 'night', 'was', 'quite', 'cool', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'I-WEATHER', 'O']"
"['Ischaryar', ""Aziz Khan's"", 'Bakhtiari']","Ischaryar , Aziz Khan's devoted young servant , the gentlest and kindest Bakhtiari I have seen , became quite ill of acute rheumatism with fever , and felt so very ill and weak that he thought he was going to die .","['ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'PERSON', 'PERSON']","['Ischaryar', ',', 'Aziz', ""Khan's"", 'devoted', 'young', 'servant', ',', 'the', 'gentlest', 'and', 'kindest', 'Bakhtiari', 'I', 'have', 'seen', ',', 'became', 'quite', 'ill', 'of', 'acute', 'rheumatism', 'with', 'fever', ',', 'and', 'felt', 'so', 'very', 'ill', 'and', 'weak', 'that', 'he', 'thought', 'he', 'was', 'going', 'to', 'die', '.']","['B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['master'],"I sent some medicine to him , but he would not take it , saying that his master had spoken unkindly to him , and he had no wish to live .",['ASPECT'],['PERSON'],"['I', 'sent', 'some', 'medicine', 'to', 'him', ',', 'but', 'he', 'would', 'not', 'take', 'it', ',', 'saying', 'that', 'his', 'master', 'had', 'spoken', 'unkindly', 'to', 'him', ',', 'and', 'he', 'had', 'no', 'wish', 'to', 'live', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
['Aziz'],"However , this morbid frame of mind was overcome by firm dealing , and Aziz attended to him all night , and salol , etc. , are curing him .",['ASPECT'],['PERSON'],"['However', ',', 'this', 'morbid', 'frame', 'of', 'mind', 'was', 'overcome', 'by', 'firm', 'dealing', ',', 'and', 'Aziz', 'attended', 'to', 'him', 'all', 'night', ',', 'and', 'salol', ',', 'etc', '.', ',', 'are', 'curing', 'him', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['one grateful creature', 'these Orientals']","He is the one grateful creature that I have seen among these Orientals , and his gratitude is in return for a mere trifle .","['NULL_CAT', 'ASPECT']","['PERSON', 'PERSON']","['He', 'is', 'the', 'one', 'grateful', 'creature', 'that', 'I', 'have', 'seen', 'among', 'these', 'Orientals', ',', 'and', 'his', 'gratitude', 'is', 'in', 'return', 'for', 'a', 'mere', 'trifle', '.']","['O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['stream', 'one hot day']","We were fording a stream one hot day , and seeing him scooping up water with difficulty in his hands , I took out my mug for him .","['ASPECT', 'NULL_CAT']","['NAT_LANDFORM', 'WEATHER']","['We', 'were', 'fording', 'a', 'stream', 'one', 'hot', 'day', ',', 'and', 'seeing', 'him', 'scooping', 'up', 'water', 'with', 'difficulty', 'in', 'his', 'hands', ',', 'I', 'took', 'out', 'my', 'mug', 'for', 'him', '.']","['O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'B-WEATHER', 'I-WEATHER', 'I-WEATHER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['flowers', 'wild cherries']","He brings tasteful little bouquets of flowers , gathers wild cherries , and shows the little courtesies which spring from a kindly nature .","['ASPECT', 'ASPECT']","['FLORA', 'FLORA']","['He', 'brings', 'tasteful', 'little', 'bouquets', 'of', 'flowers', ',', 'gathers', 'wild', 'cherries', ',', 'and', 'shows', 'the', 'little', 'courtesies', 'which', 'spring', 'from', 'a', 'kindly', 'nature', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-FLORA', 'O', 'O', 'B-FLORA', 'I-FLORA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Mirza', 'Khanum']","He said several times to Mirza , `` It is n't only that the _Khanum_ gave me the cup , but she took trouble for me . '' It may be imagined what a desert as to grateful and kindly feeling I am living in when this trifle appears like an oasis .","['ASPECT', 'ASPECT']","['PERSON', 'PERSON']","['He', 'said', 'several', 'times', 'to', 'Mirza', ',', 'It', 'is', ""n't"", 'only', 'that', 'the', '_Khanum_', 'gave', 'me', 'the', 'cup', ',', 'but', 'she', 'took', 'trouble', 'for', 'me', '.', ""''"", 'It', 'may', 'be', 'imagined', 'what', 'a', 'desert', 'as', 'to', 'grateful', 'and', 'kindly', 'feeling', 'I', 'am', 'living', 'in', 'when', 'this', 'trifle', 'appears', 'like', 'an', 'oasis', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Bakhtiaris', 'Persians']","Hard , cunning , unblushing greed is as painful a characteristic of the Bakhtiaris as it is of the Persians .","['NULL_CAT', 'ASPECT']","['WEATHER', 'PERSON']","['Hard', ',', 'cunning', ',', 'unblushing', 'greed', 'is', 'as', 'painful', 'a', 'characteristic', 'of', 'the', 'Bakhtiaris', 'as', 'it', 'is', 'of', 'the', 'Persians', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-WEATHER', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']"
"['Hassan', 'charvadars']","Hassan is now `` down with fever '' and the opium craving , and one of the _charvadars_ with fever .","['ASPECT', 'ASPECT']","['PERSON', 'PERSON']","['Hassan', 'is', 'now', 'down', 'with', 'fever', ""''"", 'and', 'the', 'opium', 'craving', ',', 'and', 'one', 'of', 'the', '_charvadars_', 'with', 'fever', '.']","['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['The cold winds', 'Gunak']",The cold winds of Gunak were too much for them .,"['NULL_CAT', 'ASPECT']","['WEATHER', 'LOCATION']","['The', 'cold', 'winds', 'of', 'Gunak', 'were', 'too', 'much', 'for', 'them', '.']","['B-WEATHER', 'I-WEATHER', 'I-WEATHER', 'O', 'B-LOCATION', 'O', 'O', 'O', 'O', 'O', 'O']"
['mountains'],All day shots have been heard among the near mountains .,['ASPECT'],['NAT_LANDFORM'],"['All', 'day', 'shots', 'have', 'been', 'heard', 'among', 'the', 'near', 'mountains', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O']"
"['Hajwands', 'a powerful tribe', 'Abdulwands']","The Hajwands , a powerful tribe , and the Abdulwands are fighting about a recent cutting off of a cow 's tail , but the actual cause of the feud is deeper , and dates farther back .","['ASPECT', 'NULL_CAT', 'ASPECT']","['PERSON', 'PERSON', 'PERSON']","['The', 'Hajwands', ',', 'a', 'powerful', 'tribe', ',', 'and', 'the', 'Abdulwands', 'are', 'fighting', 'about', 'a', 'recent', 'cutting', 'off', 'of', 'a', 'cow', ""'s"", 'tail', ',', 'but', 'the', 'actual', 'cause', 'of', 'the', 'feud', 'is', 'deeper', ',', 'and', 'dates', 'farther', 'back', '.']","['O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Aziz Khan', 'Diz Arjanak', 'Agha']","Aziz Khan wants us to return to Diz Arjanak , fearing that we may become implicated , and the Agha is calling him a coward , and telling him to ride back alone .","['ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'HUM_LANDFORM', 'PERSON']","['Aziz', 'Khan', 'wants', 'us', 'to', 'return', 'to', 'Diz', 'Arjanak', ',', 'fearing', 'that', 'we', 'may', 'become', 'implicated', ',', 'and', 'the', 'Agha', 'is', 'calling', 'him', 'a', 'coward', ',', 'and', 'telling', 'him', 'to', 'ride', 'back', 'alone', '.']","['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'I-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['tribesmen', 'crests', 'hills']",With the glasses I can see the tribesmen loading and firing on the crests of the near hills .,"['ASPECT', 'ASPECT', 'ASPECT']","['PERSON', 'NAT_LANDFORM', 'NAT_PHENOMENON']","['With', 'the', 'glasses', 'I', 'can', 'see', 'the', 'tribesmen', 'loading', 'and', 'firing', 'on', 'the', 'crests', 'of', 'the', 'near', 'hills', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-NAT_PHENOMENON', 'O']"
"['valley', 'enemy', 'Mirab Khan', 'horse', 'footmen']","One tribe has put up a stone breastwork at our end of the valley , but the enemy is attacking the other . 3 P.M. -- An hour ago Mirab Khan arrived with a number of armed horse and footmen .","['ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT', 'ASPECT']","['NAT_LANDFORM', 'PERSON', 'PERSON', 'FAUNA', 'PERSON']","['One', 'tribe', 'has', 'put', 'up', 'a', 'stone', 'breastwork', 'at', 'our', 'end', 'of', 'the', 'valley', ',', 'but', 'the', 'enemy', 'is', 'attacking', 'the', 'other', '.', '3', 'P', '.', 'M', '.', 'An', 'hour', 'ago', 'Mirab', 'Khan', 'arrived', 'with', 'a', 'number', 'of', 'armed', 'horse', 'and', 'footmen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NAT_LANDFORM', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-FAUNA', 'O', 'B-PERSON', 'O']"
"['Arjanak', 'an attack']","Volleys fired very near startled him into departing , and he rode hastily back to Arjanak , fearing , as he said , an attack .","['ASPECT', 'NULL_CAT']","['HUM_LANDFORM', 'PERSON']","['Volleys', 'fired', 'very', 'near', 'startled', 'him', 'into', 'departing', ',', 'and', 'he', 'rode', 'hastily', 'back', 'to', 'Arjanak', ',', 'fearing', ',', 'as', 'he', 'said', ',', 'an', 'attack', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'O']"
['guides'],"Nominally , he armed the guides and the men he left behind , but one of the guns has neither caps nor powder , and another has only three caps .",['ASPECT'],['PERSON'],"['Nominally', ',', 'he', 'armed', 'the', 'guides', 'and', 'the', 'men', 'he', 'left', 'behind', ',', 'but', 'one', 'of', 'the', 'guns', 'has', 'neither', 'caps', 'nor', 'powder', ',', 'and', 'another', 'has', 'only', 'three', 'caps', '.']","['O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['animals', 'with grimy arms bare to the elbow', 'Agha', 'camp']",All the animals have been driven in . 4 P.M. -- A man with grimy arms bare to the elbow has just run down to the Agha 's camp from the conflict .,"['ASPECT', 'NULL_CAT', 'ASPECT', 'ASPECT']","['FAUNA', 'PERSON', 'PERSON', 'HUM_LANDFORM']","['All', 'the', 'animals', 'have', 'been', 'driven', 'in', '.', '4', 'P', '.', 'M', '.', 'A', 'man', 'with', 'grimy', 'arms', 'bare', 'to', 'the', 'elbow', 'has', 'just', 'run', 'down', 'to', 'the', 'Agha', ""'s"", 'camp', 'from', 'the', 'conflict', '.']","['O', 'O', 'B-FAUNA', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-HUM_LANDFORM', 'O', 'O', 'O', 'O']"
